-31.083332, 150.916672
-35.353333, 149.234161
-33.758011, 150.705444
-32.916668, 151.750000
-33.920921, 150.923141
-33.483334, 150.149994
-34.754723, 149.618607
-32.256943, 148.601105
-32.834167, 151.355499
-34.064999, 150.814163
-31.956667, 141.467773
-33.700001, 150.300003
-33.419998, 149.577774
-30.500000, 151.649994
-31.747000, 115.803001
-32.071999, 115.995003
-32.105999, 115.782997
-32.016998, 115.933998
-31.886999, 115.906998
-32.153057, 116.014999
-32.280998, 115.726997
-20.736000, 116.846001
-32.528889, 115.723053
-27.470125, 153.021072
-33.865143, 151.209900
